entry_fee_foreign_inr,open_hours_tue,description,open_hours_sat,last_verified,famous_for,access,entry_fee_child_indian_inr,connectivity,district,distance_from,visitor_tips,tips,seasonal_hours,nearby_attractions,suitable_for,lng,food_specialties,entry_fee_adult,aka,entry_fee_adult_indian_inr,open_hours_sun,stay_and_food,accessibility,taluka,avg_visit_mins,open_hours_fri,entry_fee_camera_fee_inr,open_hours_mon,temple,name,best_months,entry_fee_child,open_hours_wed,state,location,notes,id,lat,rating,city,type,village,disclaimer,entry_fee_foreign,open_hours_thu,festival_crowds,heritage,fees,darshan_timings,country,highlights,tags
,04:00-20:00,"Girnar Hill is an ancient sacred mountain complex revered by Jains and Hindus, with thousands of stone steps leading to multiple peaks lined with historic temples, including the Neminath Jain temples and Bhavnath Shiva shrines.",04:00-20:00,2025-09-02,"Neminath Jain temples, Bhavnath Mahadev fair",,,,,,,,,"['Uparkot Fort', 'Mahabat Maqbara']",,70.5056,,0,,,04:00-20:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,240,04:00-20:00,,04:00-20:00,,Girnar Hill,"Nov, Dec, Jan, Feb, Mar",0,04:00-20:00,Gujarat,,"Long stair climb with 8,000–10,000 steps to upper peaks; start before sunrise, carry water, and expect crowds during fairs and holidays.",P_00152,21.4947,4.7,Junagadh,heritage,,,0,04:00-20:00,,,,,India,,"pilgrimage, trekking, Jain, Hindu"
,06:00-18:00,"Adi Kadi Vav and Navghan Kuwo are ancient rock-cut water structures within Uparkot Fort—Adi Kadi Vav is a narrow, deep stepwell carved from solid rock linked to local legends, while Navghan Kuwo features a hewn spiral staircase descending to the well shaft.",06:00-18:00,2025-09-02,"rock-cut stairways, local legends",,,,,,,,,"['Uparkot Fort', 'Girnar Hill']",,70.4713,,25,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,45,06:00-18:00,,06:00-18:00,,Adi Kadi Vav and Navghan Kuwo,"Nov, Dec, Jan, Feb, Mar",0,06:00-18:00,Gujarat,,"Steep, uneven steps with minimal shade; start early and carry water.",P_00153,21.5266,4.6,Junagadh,heritage,,,300,06:00-18:00,,,,,India,,"architecture, history, stepwell"
,06:00-18:00,"Gir National Park and Wildlife Sanctuary (Sasan Gir) is the only habitat of the Asiatic lion, comprising dry deciduous forest and scrub across a protected landscape with regulated jeep safaris.",06:00-18:00,2025-09-02,"Asiatic lions, jeep safaris",,,,,,,,,"['Somnath Temple', 'Uparkot Fort']",,70.7967,,0,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,240,06:00-18:00,,06:00-18:00,,Gir National Park,"Nov, Dec, Jan, Feb, Mar",0,06:00-18:00,Gujarat,,Core tourism zone typically closed during monsoon (mid-June to mid-October); advance safari permits required.,P_00154,21.1356,4.7,Sasan Gir,heritage,,,0,06:00-18:00,,,,,India,,"wildlife, safari, photography"
,"09:00-13:00,14:00-18:00","The Edicts of Ashoka at Junagadh are 14 major rock edicts carved in Brahmi script on a large boulder near the foothills of Girnar, proclaiming Emperor Ashoka’s moral and administrative principles from the 3rd century BCE.","09:00-13:00,14:00-18:00",2025-09-02,"14 Major Rock Edicts, Brahmi inscriptions",,,,,,,,,"['Girnar Hill', 'Uparkot Fort']",,70.4925,,5,,,"09:00-13:00,14:00-18:00",,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,45,"09:00-13:00,14:00-18:00",,"09:00-13:00,14:00-18:00",,Edicts of Ashoka,"Nov, Dec, Jan, Feb, Mar",0,"09:00-13:00,14:00-18:00",Gujarat,,Housed in a protective structure on the road to Girnar; combine with visits to Rudradaman and Skandagupta inscriptions nearby.,P_00155,21.5229,4.6,Junagadh,heritage,,,100,"09:00-13:00,14:00-18:00",,,,,India,,"history, inscriptions, Buddhism"
,00:00-23:59,"Sarkheswar Beach is a quiet shoreline near Jafarabad at the southern tip of Saurashtra, known for a mix of sandy and rocky stretches and low commercialization.",00:00-23:59,2025-09-02,"uncrowded shoreline, scenic sunsets",,,,,,,,,"['Diu Island', 'Gir National Park']",,71.378,,0,,,00:00-23:59,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,90,00:00-23:59,,00:00-23:59,,Sarkheswar Beach,"Nov, Dec, Jan, Feb, Mar",0,00:00-23:59,Gujarat,,Facilities are limited; carry water and snacks. Sea conditions can vary—exercise caution while swimming.,P_00156,20.838,4.2,Jafarabad,heritage,,,0,00:00-23:59,,,,,India,,"beach, nature, sunset"
,06:00-18:00,"The Junagadh Group of Buddhist Caves comprises rock-cut complexes like Uparkot Caves, Khapra Kodiya, and Baba Pyara, featuring cells, chaitya halls, water tanks, and inscriptions reflecting early Buddhist monastic life.",06:00-18:00,2025-09-02,"monastic cells, rock-cut architecture",,,,,,,,,"['Uparkot Fort', 'Girnar Hill']",,70.4709,,25,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,90,06:00-18:00,,06:00-18:00,,Buddhist Caves (Junagadh Group),"Nov, Dec, Jan, Feb, Mar",0,06:00-18:00,Gujarat,,Multiple cave clusters spread around Uparkot; expect uneven steps and limited lighting—carry a torch and water.,P_00157,21.5245,4.5,Junagadh,heritage,,,300,06:00-18:00,,,,,India,,"caves, Buddhist, history"
,"09:00-12:15,15:00-18:00","Sakkarbaug Zoological Garden (Junagadh Zoo) is one of India’s oldest zoos, established in 1863, known for Asiatic lion conservation and a large collection of mammals, birds, and reptiles across expansive grounds.","09:00-12:15,15:00-18:00",2025-09-02,"Asiatic lion breeding program, large zoo grounds",,,,,,,,,"['Uparkot Fort', 'Mahabat Maqbara']",,70.465,,30,,,"09:00-12:15,15:00-18:00",,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,120,"09:00-12:15,15:00-18:00",,"09:00-12:15,15:00-18:00",,Sakkarbaug Zoological Garden,"Nov, Dec, Jan, Feb, Mar",10,CLOSED,Gujarat,,Closed on Wednesdays; peak visiting season is winter. Timings and ticket slabs may vary locally—check on-site board.,P_00158,21.542,4.5,Junagadh,heritage,,,150,"09:00-12:15,15:00-18:00",,,,,India,,"wildlife, zoo, conservation"
,OPEN-DURING-FESTIVAL,"Girnar Parikrama (Lili Parikrama) is a yearly 36 km circumambulation of the Girnar hills undertaken by Hindu and Jain devotees, typically held around Kartik Shukla Ekadashi to Kartik Purnima, traversing forest trails and temple stops.",OPEN-DURING-FESTIVAL,2025-09-02,"36 km forest circuit, Kartik festival",,,,,,,,,"['Girnar Hill', 'Uparkot Fort']",,70.5056,,0,,,OPEN-DURING-FESTIVAL,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,1440,OPEN-DURING-FESTIVAL,,OPEN-DURING-FESTIVAL,,Girnar Parikrama,Nov,0,OPEN-DURING-FESTIVAL,Gujarat,,"Standard route segments: Bhavnath/Dudheshwar Temple → Zina Bava Ni Madhi (12 km) → Malvela (8 km) → Bordevi (8 km) → back to Bhavnath (8 km). Event days and access windows vary annually; plan permits, lodging, and supplies in advance.",P_00159,21.4947,4.8,Junagadh,heritage,,,0,OPEN-DURING-FESTIVAL,,,,,India,,"pilgrimage, trekking, festival"
,00:00-23:59,"Madhavpur Beach is a long, scenic sandy shoreline on the Porbandar–Somnath coastal route, associated with local folklore of Krishna and Rukmini and known for serene sunsets and seasonal turtle conservation activity.",00:00-23:59,2025-09-02,"clean sandy shoreline, sunsets",,,,,,,,,"['Somnath Temple', 'Porbandar (Kirti Mandir)']",,69.882,,0,,,00:00-23:59,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,90,00:00-23:59,,00:00-23:59,,Madhavpur Beach,"Oct, Nov, Dec, Jan, Feb, Mar",0,00:00-23:59,Gujarat,,Swimming conditions can be rough; follow local advisories. Limited shade and facilities—carry water and sun protection.,P_00160,21.252,4.5,Madhavpur Ghed,heritage,,,0,00:00-23:59,,,,,India,,"beach, nature, sunset"
,"06:00-12:00,16:00-20:30","Shri Swaminarayan Mandir (Shri Radha Ramana Temple) on Jawahar Road is an early Swaminarayan temple completed in 1828, noted for pink sandstone facades, five spires, and deities installed by Swaminarayan with a long association to Gunatitanand Swami.","06:00-12:00,16:00-20:30",2025-09-02,"five spires and sculptures, Swaminarayan heritage",,,,,,,,,"['Girnar Hill', 'Uparkot Fort']",,70.4589,,0,,,"06:00-12:00,16:00-20:30",,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,60,"06:00-12:00,16:00-20:30",,"06:00-12:00,16:00-20:30",,Shri Swaminarayan Mandir,"Oct, Nov, Dec, Jan, Feb, Mar",0,"06:00-12:00,16:00-20:30",Gujarat,,Darshan and aarti schedules vary by festival days; modest dress recommended. Known locally as the Mukhya Mandir on Jawahar Road.,P_00161,21.5167,4.7,Junagadh,temple,,,0,"06:00-12:00,16:00-20:30",,,,"{'open': '06:00', 'close': '20:30', 'aarti_morning': '06:30', 'aarti_evening': '19:30'}",India,,"pilgrimage, architecture, history"
,05:00-19:00,"Dattatreya Temple crowns the Guru Shikhar peak of Girnar, revered as the seat of Lord Dattatreya; pilgrims typically climb around 10,000 stone steps past Ambaji and Gorakhnath temples to reach the summit shrine.",05:00-19:00,2025-09-02,"summit shrine on Girnar, long stair pilgrimage",,,,,,,,,"['Girnar Hill', 'Uparkot Fort']",,70.5516,,0,,,05:00-19:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,300,05:00-19:00,,05:00-19:00,,Dattatreya Temple,"Nov, Dec, Jan, Feb, Mar",0,05:00-19:00,Gujarat,,"Start pre-dawn for the climb; ropeway serves up to Ambaji plateau, with steep steps thereafter to Dattatreya. Carry water and sun protection; facilities are sparse on upper sections.",P_00162,21.4939,4.7,Junagadh,temple,,,0,05:00-19:00,,,,"{'open': '05:00', 'close': '19:00', 'aarti_morning': '06:00', 'aarti_evening': '18:30'}",India,,"pilgrimage, trekking, Hindu"
,06:00-18:00,"Tulsi Shyam Springs are three natural sulphur hot springs situated beside the Tulsi Shyam Vishnu temple in the Gir forest region, long associated with healing baths and local legends linked to Krishna.",06:00-18:00,2025-09-02,"sulphur hot springs, temple setting in Gir",,,,,,,,,"['Gir National Park', 'Somnath Temple']",,71.025,,0,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,60,06:00-18:00,,06:00-18:00,,Tulsi Shyam Springs,"Nov, Dec, Jan, Feb, Mar",0,06:00-18:00,Gujarat,,Separate bathing kunds for men and women; temperatures vary across the three springs with one extremely hot. Facilities are basic; area is within forest so follow local safety timings.,P_00163,21.052,4.4,Tulsi Shyam,heritage,,,0,06:00-18:00,,,,,India,,"hot springs, temple, nature"
,05:00-19:00,Goddess Ambe Temple (Ambika/Amba Mata) sits on Girnar Hill and is revered by Hindu and Jain pilgrims; traditions trace mentions to early medieval times with the present shrine reflecting later reconstructions.,05:00-19:00,2025-09-02,"hilltop shrine on Girnar, ropeway access",,,,,,,,,"['Girnar Hill', 'Dattatreya Temple']",,70.5272,,0,,,05:00-19:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,90,05:00-19:00,,05:00-19:00,,Goddess Ambe Temple,"Nov, Dec, Jan, Feb, Mar",0,05:00-19:00,Gujarat,,Reachable via Girnar ropeway to Ambaji plateau followed by a short climb; very crowded on festivals and weekends.,P_00164,21.5281,4.7,Junagadh,temple,,,0,05:00-19:00,,,,"{'open': '05:00', 'close': '19:00', 'aarti_morning': '06:30', 'aarti_evening': '18:30'}",India,,"pilgrimage, Hindu, Girnar"
,00:00-23:59,"Ahmedpur Mandvi Beach is a 6 km stretch of soft white sand on the Gujarat–Diu border, popular for clean waters, water sports, and views of nearby windmills along the Arabian Sea.",00:00-23:59,2025-09-02,"clean sandy shoreline, dolphin spotting",,,,,,,,,"['Diu (Ghoghla Beach)', 'Somnath Temple']",,70.916,,0,,,00:00-23:59,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,120,00:00-23:59,,00:00-23:59,,Ahmedpur Mandvi Beach,"Oct, Nov, Dec, Jan, Feb, Mar",0,00:00-23:59,Gujarat,,Seasonal water sports and beach rides available; swimming conditions vary—follow local advisories. Facilities are scattered; carry water and sun protection.,P_00165,20.713,4.5,Ahmedpur-Mandvi,heritage,,,0,00:00-23:59,,,,,India,,"beach, nature, water sports"
